@relation	toy-train				
@attribute	temperature	numeric			
@attribute	pressure	numeric			
@attribute	humidity	numeric			
@attribute	gyro_pitch	numeric			
@attribute	gyro_roll	numeric			
@attribute	gyro_yaw	numeric			
@data					
39.59	1017.3	22.54	2.83	1.26	210.09
39.81	1017.31	22.57	2.83	1.26	210.08
39.61	1017.31	22.93	2.83	1.26	210.12
39.74	1017.31	22.16	2.83	1.26	210.22
39.68	1017.32	22.69	2.84	1.26	210.27
39.7	1017.32	23.29	2.83	1.26	210.28
39.62	1017.31	22.13	2.85	1.26	210.35
39.59	1017.31	22.9	2.83	1.27	210.44
39.51	1017.3	22.95	2.84	1.26	210.52
39.64	1017.29	22.51	2.81	1.66	209.74
39.62	1017.28	23.05	2.32	2.04	208.62
39.61	1017.29	22.57	2.42	2.16	207.59
39.66	1017.29	23.31	2.32	2.07	206.24
39.62	1017.28	24.04	2.32	1.92	204.92
39.72	1017.28	23	2.34	1.94	202.99
39.59	1017.28	21.83	2.29	1.93	199.91
39.62	1017.28	22.45	2.3	1.98	194.51
39.68	1017.28	21.87	2.3	1.96	201.15
39.53	1017.28	23.02	2.33	2.04	212.64
39.72	1017.29	21.39	2.39	1.98	219.41
39.61	1017.3	22.81	2.5	2.08	228.88
39.7	1017.3	22.15	2.49	2.01	237.77
39.51	1017.3	22.34	2.51	1.91	246.01
39.68	1017.31	21.99	2.44	2.02	253.61
39.64	1017.31	22.71	2.34	2.26	260.57
39.66	1017.31	23.19	2.37	2.14	266.68
39.57	1017.31	22.54	2.16	2.13	272.34
39.53	1017.32	22.77	2.23	2.22	277.56
39.61	1017.32	23.09	2.17	2.21	282.25
39.74	1017.31	22.95	2.08	2.31	286.74
39.62	1017.32	22.09	2.23	2.4	290.54
39.57	1017.32	21.56	2.27	2.38	293.88
39.68	1017.34	24.26	2.29	2.31	297.21
39.64	1017.34	21.95	1.84	2.36	299.75
39.53	1017.35	22.11	2.08	2.11	302.8
39.66	1017.35	22.53	2.09	2.12	305.32
39.68	1017.35	22.89	2.15	2.14	306.62
39.62	1017.34	21.96	2.01	2.09	307.5
39.66	1017.34	24.24	1.95	1.91	309.31
39.61	1017.34	22.67	1.96	1.8	310.93
39.59	1017.34	23.04	1.99	1.97	311.93
39.57	1017.33	23.25	2.11	2	312.86
39.64	1017.33	21.21	2.09	2.05	313.36
39.61	1017.33	21.04	2.01	2.02	313.75
39.66	1017.33	22.49	1.95	1.98	314.16
39.59	1017.32	21.7	2.01	1.91	314.36
39.64	1017.33	23.21	1.84	1.78	314.5
39.61	1017.34	21.53	1.96	1.88	314.78
39.59	1017.35	22.62	1.96	2.03	314.86
39.62	1017.36	19.62	2.16	2.06	315.05
39.47	1017.36	22.93	2.36	2.02	315.71
39.61	1017.36	22.77	2.76	1.88	316.54
39.53	1017.36	20.64	3.33	1.74	317.69
39.61	1017.36	22.43	3.64	1.68	318.74
39.64	1017.36	22.89	3.6	1.49	320.39
39.72	1017.36	22.55	3.71	1.42	322.51
39.66	1017.35	21.67	3.78	1.58	324.14
39.64	1017.36	22.53	3.84	1.75	325.6
39.62	1017.36	23.66	3.92	1.66	326.98
39.62	1017.35	23.38	4.34	1.69	328.52
39.7	1017.36	22.26	4.62	1.82	330.11
39.64	1017.35	21.56	4.6	1.97	331.38
39.66	1017.35	23.44	4.93	1.94	333.08
